Ignore,Key,Message
Y,メッセージ,
,msg1-1,O que ele fez não foi<br>apenas me socorrer: 
,msg1-2,ele me deu a liberdade.
,msg2,"Apesar disso,<br>eu ainda não consegui retribuir<br>o favor nem um pouco."
,msg3-1,"Eu sou fraca,<br>molenga, simplória...<br>E, ainda por cima, "
,msg3-2,uma bruxa.
,msg4,"Eu sei que, deste jeito,<br>eu não tenho nenhuma chance."
,msg5-1,Mas algum dia eu
,msg5-2,ainda vou conseguir andar<br>confiante ao lado dele.
,msg6-1,"Eu jamais seria capaz<br>de dizer pra ele, mas... "
,msg6-2,é esse o meu sonho.
,msg7-1,"Eu... Desta vez, sim,<br>eu vou mudar de verdade.<br>Pode ficar esperando,"
,msg7-2,meu suserano!
