Ignore,Key,Message
Y,メッセージ,
,msg1-1,"Aku mulai tinggal di <br>rumah tuanku, tapi...<br>ada banyak orang-orang <br>cantik disekitarnya."
,msg1-2,
,msg1-3,Aku tidak akan menyerah!
,msg1-4,Aku yang selalu hidup di dalam <br>pengecualian telah lama pergi. <br>Ini adalah diriku yang baru.
,msg2-1,"Hari pertama! <br>Mula-mulanya, aku mencoba <br>mengganti gaya rambutku."
,msg2-2,"...tidak ada reaksi. <br>Ya, lagi pula ini baru <br>hari pertama!"
,msg2-3,Hari kedua. <br>Aku mencoba mengganti bajuku.
,msg2-4,...tidak ada reaksi. <br>A-aku baru mulai!
,msg3-1,Hari ketiga. <br>Aku mencoba memakai parfum. <br>Ayolah...Tidak ada reaksi... 
,msg3-2,Aku tidak tahu berapa lama lagi <br>aku bisa bertahan seperti ini...
,msg4-1,Hari keempat... <br>Kita bertemu di lorong.
,msg4-2,T-tunggu sebentar! <br>Aku belum mempersiapkan diri... 
,msg4-3,Hah...? Sungguh menakjubkan <br>bagaimana aku selalu memberikan <br>yang terbaik? Aku?
,msg4-4,Melihatku memberikanmu <br>keberanian untuk berusaha <br>lebih keras...?
,msg4-5,
,msg5-1,A-apa itu tadi...? <br>Apakah kau mencoba untuk <br>membunuhku di sini?
,msg5-2,"Aku tau kau tidak bermaksud <br>seperti itu, "
,msg5-3,tapi sekarang aku hanya ingin <br>berusaha lebih keras...!
,msg6-1,Suatu hari...
,msg6-2,"aku akan menjadi gadis <br>yang sangat cantik, <br>yang kau tidak akan <br>pernah bisa berpaling <br>darinya."
,msg6-3,
,msg6-4,"Jadi jangan <br>tinggalkan aku, ok?"
