Ignore,Key,Message
Y,メッセージ,
,msg1-1,"Depois daquilo, eu comecei a<br>morar na mansão do suserano... "
,msg1-2,"Nossa, como tem tantas<br>pessoas lindas ao redor dele. "
,msg1-3,"Mas eu não vou desistir, viu? "
,msg1-4,"Afinal eu já não sou<br>aquela eu de antigamente,<br>que só sabia inventar pretextos<br>pra achar tudo impossível."
,msg2-1,Dia um! Eu comecei<br>experimentado mudar o penteado.
,msg2-2,"Sem reação. Bem,<br>esse foi só o primeiro dia, mesmo."
,msg2-3,Dia dois: experimentei mudar<br>o estilo das roupas... 
,msg2-4,"Sem reação.<br>Tudo bem, ainda é cedo!"
,msg3-1,Dia três:<br>experimentei usar um perfume.<br>Sem... reação. 
,msg3-2,"Ai, eu senti que logo perderia o ânimo."
,msg4-1,Dia quatro...<br>Eu me encontrei com ele no corredor.
,msg4-2,A-assim de repente?!<br>Eu nem tinha preparado nada diferen-... 
,msg4-3,Hein? Ele disse que me acha incrível<br>por eu sempre me esforçar tanto? Eu? 
,msg4-4,"E que, quando vê a<br>minha dedicação, "
,msg4-5,ganha mais coragem e sente que<br>também precisa se esforçar mais?
,msg5-1,"C-como assim, isso...?<br>Essa é a melhor cantada<br>q-que eu poderia ouvir."
,msg5-2,"Eu sei que ele não falou<br>com essa intenção, mas... "
,msg5-3,Assim eu também sinto que<br>preciso me esforçar ainda mais.
,msg6-1,Algum dia eu 
,msg6-2,ainda vou me tornar uma<br>mulher tão encantadora que... 
,msg6-3,ocê não vai poder passar por<br>mim sem voltar a cabeça.<br>Por isso... 
,msg6-4,"não me abandone<br>ainda, tá?"
