Ignore,Key,Message
Y,メッセージ,
,msg1-1,"Một ngày nọ, chỉ huy của chúng<br>tôi bị lộ chuyện tham nhũng. "
,msg1-2,Hội Hiệp Sĩ là những<br>người thực thi công lý. 
,msg1-3,"Thất bại và thua trận<br>còn không được tồn tại,<br>nói gì đến chuyện tham nhũng..."
,msg2-1,"Vậy mà thay vì tìm cách hối lỗi,<br>hắn lại gạt bỏ tất cả. "
,msg2-2,"Ngay cả lúc này,<br>hắn vẫn ngồi trên ghế<br>chỉ huy như chưa từng<br>có chuyện gì xảy ra."
,msg3-1,Hắn thậm chí không suy<br>nghĩ về những gì hắn đã làm... 
,msg3-2,Hắn không có lòng tự hào<br>hay niềm tin của một hiệp sĩ sao?
,msg4-1,"Tôi phàn nàn về cách<br>hắn đã bị xử phạt, "
,msg4-2,nghĩ rằng đó là điều<br>đúng đắn nên làm.<br>Nhưng cuối cùng... 
,msg5-1,Tôi bị đình chỉ công việc. 
,msg5-2,"Tôi không hiểu—tôi đã đứng<br>lên chống lại tham nhũng,<br>vậy mà tôi lại là người<br>bị trừng phạt?"
,msg6-1,Không...<br>Tôi không thể để mình nhụt chí. 
,msg6-2,Tôi sẽ trở thành hiệp<br>sĩ—một hiệp sĩ của công lý.
