Ignore,Key,Message
Y,メッセージ,
,msg1-1,"Suddenly, I was in <br>the royal capital, with no hint <br>of its destruction in sight. <br>Many a citizen were traversing <br>across a busy street."
,msg1-2,"And among them, the brethren who <br>I had slain with my own hands..."
,msg2,"This <i>must</i> be a dream. <br>Even though I know it is one, <br>I just cannot..."
,msg3,"As I stood there motionless, <br>Ophelia presented <br>Executioner to me."
,msg4-1,"“I return this sword <br>to you, Queen Amleth. <br>We have no more need of it."
,msg4-2,"Our day of freedom has come, <br>and the sword is no longer <br>the master of our fate.”"
,msg5,"I expected to struggle with <br>the sheer weight of the sword, <br>only to find it strangely light."
,msg6-1,“Queen Amleth. <br>Let go of your royal duties... 
,msg6-2,"Instead, take me into your arms...<br>then allow me to feel <br>the whisper of your breath, <br>and the warmth of your body.”"
,msg7,"“You see, Queen Amleth...<br>I love you.”"
