Ignore,Key,Message
Y,メッセージ,
,msg1,"Giữa những vũng<br>máu và tiếng khóc than, "
,msg2,một cô gái bị thương<br>nằm trên sàn và cố gắng nói.
,msg3,...Cô gái ấy chính là<br>người đã mời tôi gia<br>nhập lực lượng dân quân.
,msg4,“Tại sao...em lại làm như vậy?”
,msg5,Cô muốn trục xuất tôi... 
,msg6,và không chỉ thế.<br>Cô thậm chí còn gọi Hội<br>Hiệp Sĩ đến để...giết tôi... 
,msg7,“Trục xuất...? 
,msg8,Chúng tôi chỉ bảo em<br>nghỉ ngơi một thời gian... 
,msg9,"Nhưng sau đó, em đột nhiên...”"
,msg10,Nói dối...! 
,msg11,Dối trá.<br>Cô đã nói tôi bị trục xuất... 
,msg12,"Chắc chắn cô đã nói vậy.<br>Cô đã nói vậy, có phải không...?"
,msg13,...K-Không phải sao? 
,msg14,"N-Nếu vậy,<br>chẳng lẽ Hội Hiệp Sĩ...<br>đã đuổi đến đây chỉ vì<br>nghe thấy tiếng ồn ào...? "
,msg15,"“Cô bé tội nghiệp...<br>Em đã luôn phải<br>sống như vậy,<br>phải không?”"
,msg16,...Không.<br>Không. 
,msg17,KHÔNGGG!!
,msg18,Tôi chỉ có thể hét lên<br>và chạy thoát khỏi nơi đó.
,msg19,
