Ignore,Key,Message
Y,メッセージ,
,msg1-1,"Suatu hari,<br>aku menemukan seorang pria<br>mencurigakan dengan sebuah<br>tongkat mengembara di kota. "
,msg1-2,Dia sepertinya sedang<br>mencari seseorang...
,msg2-1,"Kalau dipikir-pikir lagi,<br>semua orang dihebohkan<br>dengan gosip tentang perburuan<br>penyihir di kota sebelah. "
,msg2-2,"Banyak gadis yang dieksekusi,<br>kata mereka."
,msg3,Orang tua juga banyak.<br>Karena menyembunyikan<br>putri mereka.<br>Karena melindungi<br>para penyihir...
,msg4,Tunggu...<br>mungkinkah pria<br>dengan tongkat itu...?!
,msg5-1,Aku satu-satunya di kota ini<br>yang mengetahui kebenaran. 
,msg5-2,Satu-satunya yang mengetahui<br>siapa dia sebenarnya.
,msg6-1,Semua tergantung padaku... 
,msg6-2,Cengkeraman kejahatan<br>mengancam kota ini—<br>mengancam semua orang.<br>Aku harus melindungi mereka!
,msg7-1,"Aku mulai membuntutinya,<br>tapi tak lama kemudian<br>aku kehilangan jejaknya. "
,msg7-2,Bisa-bisanya<br>dia mengejutkanku...<br>Dia bahkan lebih mencurigakan<br>dari yang kukira!
,msg8,"Saat itu,<br>aku mendengar jeritan yang<br>memekik dari alun-alun kota."
