Ignore,Key,Message
Y,メッセージ,
,msg1,"Итак, я отправилась в<br>путь на поиски<br>""Преемника"". "
,msg2,Вскоре после этого мир<br>захлестнули Проклятия.
,msg3,"Пока я бродила из одной<br>страны в другую,<br>все мои тревоги начали<br>медленно проникать<br>в мой разум."
,msg4,"Если я не найду Преемника,<br>мир и правда будут уничтожен. "
,msg5,Судьба мира зависит от меня... 
,msg6,"Ее Святейшество сказала<br>мне не волноваться, "
,msg7,"но даже если я обыщу<br>каждый уголок этого мира,<br>это не значит, что я смогу<br>встретиться со всеми людьми."
,msg8,"Я даже не знаю,<br>каким должен быть этот<br>""Преемник""... "
,msg9,Что если я пропустила его? 
,msg10,Пропустила и не знаю об этом? 
,msg11,Что если... 
,msg12,он уже пал жертвой<br>этих Проклятий?..
,msg13,Нет!..<br>Нельзя сдаваться! 
,msg14,"Потому что на этот раз...<br>На этот раз я защищу всех сама,<br>своими руками!.."
,msg15,"А если нет,<br>тогда какой смысл во всем,<br>что я делала до этого?.."
,msg16,Только я - 
,msg17,я и больше никто -<br>могу сделать это... 
