Ignore,Key,Message
Y,メッセージ,
,msg1,Il n'y avait strictement <br>rien de positif.
,msg2,C'est lorsque je l'ai réalisé <br>que ma mère est partie <br>avec un homme.
,msg3,"Mon père ne travaillait plus <br>et avait sombré dans le jeu,"
,msg4,si bien que le peu d'argent <br>que je rapportais <br>disparaissait dedans.
,msg5,La porte s'est encore ouverte <br>avec fracas aujourd'hui.
,msg6,Ce sont les hommes venus <br>collecter les dettes de mon père.
,msg7,Sauf qu'il ne restait plus <br>aucun objet de valeur.
,msg8,Ils ont donc décidé de <br>m'emmener à la place.
,msg9,"« Même sales, les enfants <br>trouvent toujours des <br>acheteurs. »"
,msg10,L'homme m'analysait de <br>la tête aux pieds en <br>prononçant ces mots.
,msg11,C'est à ce moment précis <br>que je suis devenue <br>une sorcière.
