Ignore,Key,Message
Y,メッセージ,
,msg1,"J'ai tenté de fuir <br>malgré mes blessures, <br>mais je n'avais nulle <br>part où aller."
,msg2,"J'ai couru, couru et couru... "
,msg3,pour me retrouver sur une <br>route qui m'était inconnue.
,msg4,"Étourdie par la <br>douleur et par la faim,"
,msg5,j'étais désormais en <br>proie à la pluie.
,msg6,Le pouvoir qui avait afflué <br>en moi avait disparu sans <br>crier gare et mon corps <br>était devenu plus lourd <br>que le plomb.
,msg7,"Et alors que je m'effondrais <br>à bout de forces, je me suis <br>questionnée à l'intérieur."
,msg8,Pourquoi suis-je <br>venue au monde ?
,msg9,Juste avant de m'évanouir.
,msg10,La dernière chose que j'ai <br>entendue aura été des <br>bruits de sabots.
