Ignore,Key,Message
Y,メッセージ,
,msg1,"Khi tôi tỉnh dậy,<br>tôi cảm thấy hơi ấm... "
,msg2,và một mùi thơm ngọt<br>ngào mà tôi chưa từng<br>ngửi thấy trước đây.
,msg3,"Phải mất một lúc<br>tôi mới nhận ra rằng<br>mình đang nằm trên<br>một chiếc giường êm ái, "
,msg4,được quấn trong những<br>tấm vải sạch sẽ.
,msg5,"Ngay lúc tôi ngất<br>đi trong mưa,<br>Công Tước Xứ Fran<br>đã đến cứu tôi."
,msg6,"Ngài ấy biết tôi là phù thủy, "
,msg7,nhưng lại không giao<br>tôi cho Giáo Hội.
,msg8,"Thực tế, "
,msg9,"ngài ấy biết mọi thứ về tôi,<br>và ngài đã thu nhận tôi<br>làm người phục vụ."
,msg10,"...Cho đến hôm nay, "
,msg11,tôi vẫn nhớ cách mà<br>Công Tước nhìn tôi...<br>với nụ cười ấm áp<br>của ngài ấy.
