Ignore,Key,Message
Y,メッセージ,
,msg1,リヴェリアと私は<br>何もかもが違った。<br>常識や価値観、全てが。
,msg2-1,そのせいで最初の頃は<br>よく衝突したけど、
,msg2-2,その度にリヴェリアが<br>私に歩み寄ってくれた。
,msg3,──うら、アイシェ、分かりたい。<br>分からないから、<br>分かりたい。
,msg4-1,あぁ、この子は違うものを<br>受け入れる強さがあるんだ。
,msg4-2,どうせ分かってくれないって<br>拒んだ私とは違って……
,msg5-1,学者の私の方が知識は豊富だけど、
,msg5-2,この子の方が私よりも<br>大切な事をたくさん知っている。
,msg5-3,私も、この子みたいになれたら……<br>この子と……
,msg6,「私も分かりたい。<br>　リヴェリアと友達に<br>　なりたい、から」
,msg7,「とも、だち？<br>　うらと、アイシェ」
,msg8,「うん、友達。<br>　ダメかな？」
,msg9,「ううん！<br>　アイシェ、友達……<br>　うら、嬉しい」
,msg10-1,互いに歩みよれば、<br>分かり合える。
,msg10-2,その時はそう思ったけど……
,msg11,やっぱり私達は<br>出会ってはいけなかった。
