Ignore,Key,Message
Y,メッセージ,
,msg1,"ข้าสัมผัสได้ถึงพลังมหาศาลอยู่ไกลออกไป<br>พลังนั้นจะต้องเป็น ""แม่มดแห่งคลิฟา"" ผู้ปลดปล่อยคำสาปนี้แน่"
,msg2,ดูที่เมืองนั้นให้ดีสิ<br> มันมีคำสาปปกคลุมอยู่ เราเข้าไปใกล้ไม่ได้ด้วยซ้ำ
,msg3,หากเป็นอย่างนี้ต่อไป ทั้งเมืองจะถูกทำลาย <br>จะต้องมีใครสักคนหยุดนางให้ได้ก่อนที่เกิดเหตุเช่นนั้น
,msg4,"<i>นั่น</i>คือคำสาปของ ""แม่มดแห่งคลิฟา"" สินะ...<br>ข้าไม่เคยจินตนาการมาก่อนเลยว่ามันจะน่ากลัวขนาดนี้..."
,msg5,...ช้าก่อน ด้วยพลังที่พวกเรามีตอนนี้ <br>เราอาจสามารถช่วยเมืองนั้นได้
,msg6,...เอ๊ะ!
,msg7,พลังของไม้เท้าสามารถฟื้นคืนแผ่นดินต้องสาปให้กลับสู่สภาพเดิมได้ <br>หากเป็นเช่นนั้น ไม้เท้าก็น่าจะสามารถฟื้นคืนสภาพให้กับ<br>เมืองต่าง ๆ ที่ถูกคำสาปทำลายได้เช่นกัน
,msg8,แน่นอน การพูดมันง่ายกว่าลงมือทำ<br> แต่หากเป็นเจ้าแล้ว บางที...
,msg9,ได้โปรด! ใช้พลังของท่านช่วยเหลือทุกคนด้วยเถอะ!
,name1,ไอริส
,name2,อิลลิยา
,name3,โรซาลี
