Ignore,Key,Message
Y,メッセージ,
,msg1,Em cảm nhận được một nguồn sức mạnh lớn ở phía trước.<br>Hẳn là người đã giải phóng Lời Nguyền này—một “Phù Thủy Qlipha”.
,msg2,Nhưng nhìn vào thị trấn đó.<br>Chúng ta thậm chí không thể đến gần thị trấn vì Lời Nguyền.
,msg3,"Cứ thế này, cả đất nước sẽ bị diệt vong mất.<br>Ai đó phải ngăn cô ấy lại trước khi điều đó xảy ra."
,msg4,Vậy <i>đó</i> là Lời Nguyền của “Phù Thủy Qlipha…” ư<br>Em chưa bao giờ tưởng tượng được nó lại khủng khiếp đến thế này...
,msg5,"...Đợi đã. Với sức mạnh hiện tại,<br>có thể chúng ta sẽ cứu được thị trấn đó."
,msg6,...Thật sao?!
,msg7,"Quyền Trượng có sức mạnh khôi phục vùng đất bị nguyền rủa. <br>Nếu làm được điều đó, thì nó cũng có thể giúp khôi phục <br>bất kỳ thị trấn nào bị Lời Nguyền tàn phá."
,msg8,"Tất nhiên, nói luôn dễ hơn làm.<br>Nhưng nếu là ngươi, thì có thể..."
,msg9,Làm ơn! Xin ngài hãy sử dụng sức mạnh và cứu lấy mọi người!
,name1,Iris
,name2,Ilya
,name3,Rosalie
