Ignore,Key,Message
Y,メッセージ,
,msg1,"أشعر بقوة هائلة قادمة.<br>لا بد أنها الشخص الذي أطلق العنان لهذه اللعنة-""ساحرة قليفا""."
,msg2,لكن ألقي نظرة ثاقبة على تلك المدينة.<br>لا يمكننا الاقتراب منها بسبب اللعنة.
,msg3,"لو استمر الوضع على هذا النحو، فسيتم تدمير المدينة بأكملها. <br> يجب على أحدهم أن يوقفها قبل حدوث ذلك."
,msg4,"إذن <i>تلك</i>هي لعنة ""ساحرة قليفا...""<br>لم أتخيل أبدًا أن يكون الأمر مرعبًا إلى هذا الحد..."
,msg5,"...مهلًا. مع مدى القوة التي نتمتع بها الآن،<br>قد نتمكن من إنقاذ تلك المدينة."
,msg6,...أليس كذلك؟!
,msg7,"إن العصا السحرية لديها القدرة على استعادة الأرض الملعونة. <br>فإذا كانت حقًا تتمتع بهذه القدرة، فيمكنها أن تفعل الشيء نفسه <br> مع أي بلدة دمرتها اللعنة."
,msg8,"بالطبع، إنه من السهل قول ذلك لا فعله.<br>ولكن إذا كنت أنتِ من سيقوم بذلك، فربما..."
,msg9,رجاءً! استخدمي قوتكِ وأنقذيهم جميعًا!
,name1,آيرس
,name2,إيليا
,name3,روزالي
