Ignore,Key,Message
Y,メッセージ,
,msg1,"Von dort hinten her spüre ich eine gewaltige Macht.<br>Das muss die „Hexe von Qilpha“, die diesen Fluch aufgelegt hat."
,msg2,Aber sehen Sie nur diese Stadt.<br>Wir kommen wegen dem Fluch nicht mal in die Nähe.
,msg3,"Wenn das so weiter geht, wird das ganze Land untergehen.<br>Jemand muss sie vorher aufhalten."
,msg4,<i>Das</i> ist also der Fluch der „Hexe von Qlipha“ ...?<br>Diese Macht ist wirklich fürchterlich ...
,msg5,"... Wartet. So stark wir wir jetzt sind,<br>könnten wir die Stadt noch retten."
,msg6,... Was?!
,msg7,"In dem Stab liegt Kraft, verfluchtes Land wieder zu erlösen.<br>In dem Fall sollte es auch mit jeder Stadt möglich sein, <br>die vom Fluch vernichtet wurde."
,msg8,Was natürlich leichter gesagt als getan ist.<br>Aber in Eurem Fall habe ich keine Zweifel ...
,msg9,"Wir bitten Sie, nutzen Sie diese Kraft, um alle zu retten!"
,name1,Iris
,name2,Illya
,name3,Rosalie
