Ignore,Key,Message
Y,メッセージ,
,msg1,"Siento un inmenso poder por delante.<br>Debe ser quien desató esta maldición: la ""bruja de Qlipha""."
,msg2,Pero echa un buen vistazo a ese pueblo.<br>Ni siquiera podemos acercarnos debido a la maldición.
,msg3,"A este paso, todo el país quedará destruido.<br>Alguien tiene que detenerla antes de que eso pase."
,msg4,"Así que <i>esa</i> es la maldición de la ""bruja de Qlipha""...<br>Nunca imaginé que fuera tan horrible..."
,msg5,"Espera... Con lo fuertes que somos ahora,<br>podremos salvar ese pueblo."
,msg6,¿Eh?...
,msg7,"El bastón tiene el poder de restaurar la tierra maldita. <br>Si puede hacer eso, entonces posiblemente puede hacer lo mismo <br>con cualquier pueblo devastado por la maldición."
,msg8,"Por supuesto, es más fácil decirlo que hacerlo.<br>Pero si eres tú, entonces, tal vez..."
,msg9,¡Por favor! ¡Usa tu poder y salva a todos!
,name1,Iris
,name2,Illya
,name3,Rosalie
