Ignore,Key,Message
Y,メッセージ,
,msg1,"Я чувствую впереди громадную силу.<br>Должно быть, это и есть причина этого Проклятия - Ведьма Клифа."
,msg2,Но ты только посмотри на тот город.<br>Из-за этого Проклятия мы даже не сможем подойти близко.
,msg3,"Такими темпами вся страна будет уничтожена.<br>Нужно остановить Ведьму, пока не поздно."
,msg4,"Значит, <i>это</i> и есть Проклятие Ведьмы Клифа...<br>Какая чудовищная сила..."
,msg5,...Стоп.<br>Мы теперь вполне можем спасти этот город.
,msg6,...Что?!
,msg7,"Посох обладает силой исцелять проклятую землю.<br>А раз так, он, возможно, сможет восстановить и город,<br>опустошенный Проклятием."
,msg8,"Разумеется, легче сказать, чем сделать.<br>Но ты, господин..."
,msg9,Прошу! Используй свою силу и спаси их всех!
,name1,Айрис
,name2,Иллия
,name3,Розали
