Ignore,Key,Message
Y,メッセージ,
,msg1,"...I took care of the<br>first round of assassins,<br>but more were sure<br>to come soon."
,msg2-1,I needed to gather<br>some weapons quickly...
,msg2-2,"But, my vision began to blur...<br>Maybe I’d lost too much blood."
,msg3,"Seeing me covered in wounds,<br>the girl burst into tears."
,msg4,"She kept saying<br>it was all her fault—<br>my injuries,<br>the little bird’s death..."
,msg5-1,"Her incoherent words<br>continued to pour out,"
,msg5-2,but my hazy mind could barely<br>grasp anything at all.
,msg6-1,"“If you were just going<br>to abandon me,<br>why did you make that promise?!"
,msg6-2,You only gave me false hope!”
,msg7-1,"And yet, the moment<br>I heard those words..."
,msg7-2,it was almost as if I was<br>looking at my younger self.
,msg8-1,"Clinging to my parents’ promise,<br>waiting endlessly,"
,msg8-2,only to be hurt every time<br>I realized they wouldn’t come.
,msg9-1,"Though it caused me<br>so much pain,<br>I continued living<br>because of that very promise."
,msg9-2,"Without it,<br>I would have long since—"
,msg10-1,...My wounds felt strangely hot.
,msg10-2,I recognized this sensation.<br>This was...<i>pain</i>.
,msg11-1,Footsteps approached.
,msg11-2,"Damn it,<br>how was I supposed to<br>make it out in this state...?!"
,msg12,"“It may not have been very long,<br>but I’ll always treasure the time<br>we had spent together.<br>Thank you so much...”"
,msg13,"As she uttered those words,<br>the girl just smiled softly..."
