Ignore,Key,Message
Y,メッセージ,
,msg1,Что я сделала не так?
,msg2-1,"Я всегда слушалась, "
,msg2-2,"я ждала,<br>как ты просил,<br>но... этого было мало?"
,msg3-1,Не знаю. 
,msg3-2,Никто мне никогда не говорил.<br>Откуда мне было знать?..
,msg4,"Никто меня ничему не учил.<br>Как говорить,<br>как считать...<br>как дышать... "
,msg5-1,А если...<br>если ты просто собирался... 
,msg5-2,"Если я была тебе не нужна,<br>хозяин, тогда...<br>Я бы хотела,<br>чтобы ты просто так и сказал."
,msg6-1,"Если ты просто собирался<br>бросить меня здесь, "
,msg6-2,ты бы мог... 
,msg7-1,Разве нельзя было избавиться<br>от меня по-хорошему?! 
,msg7-2,Неужели я даже этого<br>не достойна?!..
,msg8-1,"Мысли начали<br>крутиться в моей голове,<br>но затем... "
,msg8-2,"Я вдруг почувствовала,<br>как кто-то увлекает<br>меня в свои объятия."
,msg9-1,Так тепло... 
,msg9-2,"Я никогда раньше...<br>Никто никогда не<br>касался меня раньше,<br>не причиняя боли... "
,msg10,Хозяин?..
,msg11,
