Ignore,Key,Message
Y,メッセージ,
,msg1-1,นายท่านเป็นนักโบราณคดี 
,msg1-2,เลยต้องมีผู้ช่วยอยู่รอบๆ<br>ตลอดเวลา
,msg2,บางคนพูดคำแย่ๆ<br>ใส่ข้า<br>แต่ก็ไม่เป็นไรหรอก
,msg3,เพราะข้าเป็นคนเดียวที่นายท่าน<br>ไว้ใจเวลานายท่านต้องการอะไร
,msg4,นายท่านไว้ใจให้ข้าแบกของหนักๆ<br>และล่อพวกโจรเวล<br>าที่เราเดินทางด้วยกัน
,msg5,เขาไว้ใจข้าหมดเสียทุกอย่าง…
,msg6-1,ครั้งหนึ่ง<br>ข้าพลัดหลงกับทุกคนในภูเขา
,msg6-2, ข้าใช้เวลาตั้งห้าวันหาทางกลับบ้าน 
,msg6-3,พอกลับมาถึง นายท่านก็…
,msg7,นายท่านก็…
,msg8,อย่างไรก็ตาม<br>ข้าก็โชคดีเอามากๆ<br>มีความสุขด้วย<br>มีความสุขจริงๆ
,msg9-1,จากนั้น วันหนึ่ง... 
,msg9-2,วันหนึ่ง<br>นายท่านพาข้าไปยังซากโบราณสถาน<br>ใช่แล้ว
,msg10-1,พอเราไปถึง<br>นายท่านก็สั่งข้า... 
,msg10-2,สั่งว่าอย่าขยับจากจุดนี้แม้แต่นิดเดียว
