Ignore,Key,Message
Y,メッセージ,
,msg1-1,"Big Sis,"
,msg1-2,there are so many things <br>I’m thankful to you for...
,msg1-3,and I’m not just <br>talking about this bear.
,msg1-4,You’ve given me more than <br>I could ever ask for.
,msg1-5,
,msg2-1,So I’m begging you... <br>Don’t say such a sad thing <br>like “Goodbye...”
,msg2-2,I don’t want to go home to <br>an empty house anymore.
,msg3-1,No one can get through to <br>a witch that’s gone berserk.
,msg3-2,But I continued to try.
,msg4-1,Because I know <br>that Big Sis is kind.
,msg4-2,"Whenever I was crying, <br>she would always be there <br>by my side."
,msg5-1,Please...
,msg5-2,"come back to me, Big Sis!"
,msg6-1,"Suddenly,"
,msg6-2,I felt Mister’s staff connect <br>my voice with Big Sis.
,msg6-3,
,msg7,“...Sol? Were you the one <br>who called out to me?”
,msg8,A warm light starts <br>dissolving the land of ice.
,msg9,"Welcome back, Big Sis."
