Ignore,Key,Message
Y,メッセージ,
,msg1,"""Ni de broma le daría <br>empleo a una bruja."""
,msg2,"Con esas palabras, <br>mi maestre me desterró <br>de su propiedad."
,msg3-1,"Ay, otra vez... "
,msg3-2,Me alejé cojeando lentamente <br>después de que me echaran <br>con todo mi cuerpo adolorido.
,msg3-3,
,msg4-1,Ya van... ¿cuántas veces? 
,msg4-2,He trabajado para muchos maestres. 
,msg4-3,"Al principio, todos son <br>muy amables conmigo: <br>""Me encanta cómo trabajas"". <br>Dicen y sonríen."
,msg5,"Pero, tan pronto como descubren <br>que soy una bruja... cambian."
,msg6-1,No tengo pensión... <br>y apenas suficiente dinero <br>para la comida de mañana... 
,msg6-2,¿Por qué ser una bruja significa <br>que tengo que sufrir así...? 
,msg6-3,¿Por qué no dejan que <br>las brujas sean mucamas?
