Ignore,Key,Message
Y,メッセージ,
,msg1-1,“Working is very tough. <br>It’s not all fun and games.” 
,msg1-2,That was what my sister wrote <br>in one of the letters she used <br>to send me.
,msg2-1,"But those letters, <br>and the remittances she sent <br>with them stopped coming <br>a while ago..."
,msg2-2,I wonder if my sisters also had <br>the same troubles I’m having...
,msg3,"“You’re a hard worker, Monica. <br>I’m sure you’ll do great.”"
,msg4,"That’s what my mother <br>always used to say, but...<br>I feel like I’m about to break."
,msg5-1,Witches can’t <br>become handmaidens...
,msg5-2,Witches aren’t allowed <br>to have dreams...
,msg6,No one taught me any of this...!
,msg7-1,"No matter how hard I try,"
,msg7-2,that hard work will <br>never pay off...<br>because I’m a witch.
,msg8-1,If that’s the case...
,msg8-2,then is there any point <br>in trying at all?
