Ignore,Key,Message
Y,メッセージ,
,msg1-1,"""Yo"" me convertí en el<br>demonio que inició<br>la Cacería de Brujas. "
,msg1-2,Niñas inocentes de todo<br>el mundo fueron ejecutadas<br>una tras otra.
,msg2-1,"Incluso cuando creé a las<br>Brujas de Qlipha y desaté<br>sus Maldiciones sobre el mundo, "
,msg2-2,mi destrozado<br>corazón no sintió nada.
,msg3,"Entonces,<br>un pequeño rayo de luz<br>brilla en la oscuridad,<br>recomponiendo los<br>pedazos de mi corazón."
,msg4-1,...Ahh.<br>Esta luz es la prueba<br>de que el Sucesor<br>del Báculo ha llegado. 
,msg4-2,Ahora es el momento de usar<br>la poca vida que me queda.
,msg5-1,Reunir cada gramo de mi<br>fuerza sólo someterá el<br>poder del demonio<br>por un momento. 
,msg5-2,"Cuando llegue el momento,<br>por favor...<br>acaba conmigo... "
,msg6-1,Perdóname por<br>forzarte a esta difícil tarea. 
,msg6-2,Pero te ruego que<br>protejas este mundo... 
