Ignore,Key,Message
Y,メッセージ,
,msg1-1,Quería que la muerte<br>me trajera la paz. 
,msg1-2,Pero el deseo de esta débil<br>pecadora no fue concedido.
,msg2-1,"""El mundo necesita al Papa<br>ahora más que nunca"". "
,msg2-2,"Sus palabras fueron crueles,<br>pero llenas de<br>bondad y esperanza. "
,msg3-1,La Papa que anhelaba ser<br>cuando era niño ya no existe. 
,msg3-2,Todo lo que queda es una<br>necia pecadora cuyas manos<br>están manchadas de sangre.
,msg4,"El demonio profanó mi alma.<br>Incluso ahora,<br>se está pudriendo lentamente."
,msg5-1,"Si mi tiempo es limitado,<br>salvaré tantas<br>vidas como pueda. "
,msg5-2,"Dedicaré mi corazón,<br>mi cuerpo, mi alma, "
,msg5-3,cada parte de mí.
,msg6-1,"Entonces, "
,msg6-2,mi recompensa será una<br>muerte tan repugnante<br>que todos apartarán<br>sus ojos de mí.
,msg7-1,Eso...<br>es lo único que se le<br>permite tener a esta<br>tonta pecadora. 
,msg7-2,Mi último deseo.
