Ignore,Key,Message
Y,メッセージ,
,msg1,"Naquele dia,<br>quando coloquei sobre a<br>cabeça dela a coroa<br>que tinha trazido às<br>escondidas da minha casa,"
,msg2,eu fingi ser sua cavaleira leal.
,msg3,"Acontece que eu queria<br>passar mais tempo com ela,"
,msg4,"""Assim você já pode sair<br>por aí tranquila"", eu prometi."
,msg5,Eu estava decidida a<br>proteger a Priscilla.
,msg6,A gente era descendente<br>da bruxa que tinha<br>fundado nosso vilarejo.<br>Esse era o ponto comum<br>entre a minha família e a dela.
,msg7,"Nesse povoado,<br>desagradável como um tumor,"
,msg8,as únicas que brincavam com<br>a gente eram a Zara e a Skuld.
,msg9,Mas eu era feliz mesmo assim.
