Ignore,Key,Message
Y,メッセージ,
,msg1,"Когда повозка с Присциллой<br>скрылась из вида,<br>кто-то сказал."
,msg2,"""...Мы вернем нашу ведьму туда,<br>где ей место.<br>Ты не нужна""."
,msg3,Ах... Эти люди с самого<br>начала не собирались<br>держать свое обещание.
,msg4,Неужели я умру здесь и<br>не смогу ее защитить?.. 
,msg5,Не бывать этому... Нет!..
,msg6,"И в этот момент мой гнев...<br>и отчаяние от того,<br>что я не смогла сдержать<br>свое обещание, наделили<br>меня волшебной силой."
,msg7,"Один из людей заметил<br>мое превращение,<br>но слишком поздно."
,msg8,Я не позволю вам уйти... 
,msg9,"Я расправлюсь с вами,<br>со всеми до последнего!.."
