Ignore,Key,Message
Y,メッセージ,
,msg1,"Tomada por um<br>sentimento negro,<br>eu me tornei uma<br>bruxa descontrolada."
,msg2-1,"Incapaz de distinguir<br>inimigo de aliado,"
,msg2-2,eu aparentemente comecei a<br>atacar um a um todos aqueles<br>que se aproximavam.
,msg3-1,Quem me fez voltar<br>ao normal foi ele.<br>Mas não foi só pela força<br>daquele cajado fantástico.
,msg3-2,"Quando eu estou perto dele, "
,msg3-3,por algum motivo meu<br>coração se acalma.
,msg4-1,Eu quase sinto como se<br>estivesse ao lado do líder. 
,msg4-2,"Apesar de eles não<br>se parecerem nem um pouco —<br>nem na personalidade,<br>nem no físico."
,msg5,"Mas, graças a ele,<br>eu recordei as palavras do líder:"
,msg6,"""Seja forte; viva como uma forte."""
,msg7,"Uma força como a dele,<br>eu ainda não tenho."
,msg8-1,"Mas, como alguém do<br>povo da montanha e<br>última herdeira dos<br>ensinamentos do nosso líder,"
,msg8-2,"eu vou levar a vida de uma forte,"
,msg8-3,sem motivos pra me<br>envergonhar de nada.
,msg9-1,"Por isso olhem por mim, "
,msg9-2,meus amigos.
