Ignore,Key,Message
Y,メッセージ,
,msg1-1,Я слышала об этой банде. 
,msg1-2,"Это были головорезы с гор,<br>нападавшие на всех без разбора, "
,msg1-3,будь то рыцари или солдаты.
,msg2-1,"Для меня, прошедшей<br>рыцарскую школу, их стиль боя<br>казался немыслимо варварским. "
,msg2-2,И в то же время это было...<br>так красиво. 
,msg2-3,Я не могла отвести глаз.
,msg3-1,Но я знала: в моем положении<br>меня ждет лишь казнь. 
,msg3-2,Поэтому... 
,msg3-3,я крикнула им.
,msg4,"""Я из богатой семьи!<br>Я заплачу вам сколько захотите,<br>только освободите меня!"""
,msg5-1,"Я боялась, что они<br>не купятся на это, "
,msg5-2,но они меня выпустили.
,msg6,Благодаря им я смогла<br>вернуться домой целой<br>и невредимой... 
,msg7,Но моего дома...<br>больше не было.
