Ignore,Key,Message
Y,メッセージ,
,msg1,"Bóng tối bao trùm lấy tôi,<br>và tôi mất kiểm soát."
,msg2-1,"Tôi không phân biệt<br>được bạn hay thù, "
,msg2-2,lần lượt tấn công tất cả<br>những người tiếp cận tôi.
,msg3-1,"Người mang tôi trở lại là anh ấy,<br>và không chỉ vì sức mạnh từ cây<br>quyền trượng kỳ lạ của anh ấy. "
,msg3-2,"Vì lý do nào đó, "
,msg3-3,chỉ cần ở bên anh ấy cũng<br>khiến tôi bình tĩnh lại.
,msg4-1,Cứ như thể tôi đang ở<br>bên cạnh thủ lĩnh...
,msg4-2,"Mặc dù,<br>họ không giống nhau<br>theo bất kỳ cách nào."
,msg5,"Nhưng nhờ có anh ấy,<br>tôi có thể nhớ những gì<br>thủ lĩnh thực sự đã nói."
,msg6,“Mạnh mẽ lên.<br>Phải sống tốt.”
,msg7,Tôi vẫn chưa mạnh<br>bằng thủ lĩnh.
,msg8-1,"Nhưng, với tư cách là một<br>người trong Bộ Lạc Núi Non, "
,msg8-2,"và là người cuối cùng thừa<br>hưởng trí tuệ của thủ lĩnh, "
,msg8-3,tôi sẽ sống tốt.
,msg9-1,"Vì vậy, xin mọi "
,msg9-2,người hãy bảo vệ tôi.
