Ignore,Key,Message
Y,メッセージ,
,msg1-1,经过无数个神罚之日……<br>一道微弱的光芒出现在我面前。
,msg1-2,那是……
,msg1-3,佛罗伦斯……
,msg2-1,她身旁有一名陌生的男性……
,msg2-2,他手中的法杖散发出光芒，<br>让我的剑全部消失了。
,msg3-1,就如同神的使者一般……
,msg3-2,接触到那道光芒的瞬间，
,msg3-3,我终于从考验中解脱出来。
,msg3-4,与此同时，也明白了一件事。
,msg4-1,即便身上已经伤痕累累，
,msg4-2,依旧坚持朝我伸出手的她，
,msg4-3,才是我熟悉的那个她……
,msg5,我独一无二的挚友……
,msg6-1,对不起……
,msg6-2,你为了赶来救我，<br>弄得自己遍体鳞伤，
,msg6-3,我却对你有所怀疑。
,msg7-1,我明明发过誓，<br>无论如何都会相信你，
,msg7-2,之前却认为你背叛了我……！
,msg8-1,但是从今往后……
,msg8-2,再没有任何事能够<br>斩断我们之间的纽带……
,msg8-3,我们结下的情谊变得更加坚定，<br>哪怕神明也无法动摇分毫。
,msg9-1,因为你是……
,msg9-2,我最亲爱的<ct=3000>骑士</ct>。
,msg9-3,
