Ignore,Key,Message
Y,メッセージ,
,msg1,Don’t go... Florence...
,msg2-1,"I slowly crawled towards her <br>on the ice-cold floor,"
,msg2-2,but she still didn’t turn around.
,msg3,She only had eyes <br>for Her Holiness.
,msg4-1,Florence gazed at her <br>with the same adoration <br>she had always given me...
,msg4-2,
,msg4-3,"The moment I saw that, <br>something inside me broke."
,msg5-1,No...
,msg5-2,This is all a delusion...
,msg5-3,It’s not the world I know...
,msg5-4,Florence would never do <br>such a horrible thing...
,msg5-5,
,msg6-1,"Ah, I see..."
,msg6-2,This is what <br>the Lord desires...
,msg6-3,He has guided all <br>that has come to be...
,msg7-1,"He speaks to me, <br>demanding that I <ct=3000>purify</ct> <br>this twisted world."
,msg7-2,
,msg7-3,"If He wills it, <br>I must obey."
,msg8-1,I shall tear asunder <br>all that is impure...
,msg8-2,and pass His divine <br>judgement.
