Ignore,Key,Message
Y,メッセージ,
,msg1-1,"Kami memulai kehidupan <br>baru dan tinggal <br>bersama di daerah kumuh,"
,msg1-2,tapi para bangsawan jijik 
,msg1-3,melihat panti asuhan kami.
,msg2-1,"Seringkali orang dewasa <br>di kota menghajar anak-anak <br>dengan sangat kejam, "
,msg2-2,lalu Belle harus bertarung 
,msg2-3,untuk melindungi mereka.
,msg3-1,Aku benci dengan <br>orang-orang dewasa itu... 
,msg3-2,"Mereka menyakiti <br>anak-anakku, "
,msg3-3,menyebabkan pikiran <br>jahat berakar <br>di hati mereka... 
,msg3-4,Aku tidak bisa <br>membiarkan ini <br>terus terjadi.
,msg4-1,Aku menarik anak-anak <br>kesayanganku ke <br>pelukanku dan memberikan <br>nasehat sebisaku. 
,msg4-2,"""Kamu tidak boleh <br>membiarkan dirimu <br>dikuasai oleh pikiran jahat."""
,msg5,"""Kekerasan tidak <br>menyelesaikan apapun... <br>Jawaban yang benar <br>adalah memaafkan."""
,msg6-1,"""Biarkan dirimu <br>berbelas kasih, "
,msg6-2,dan kamu akan <br>bisa melewatinya... 
,msg6-3,"Jadi, mari kita percaya <br>pada cinta yang ada <br>di dalam hati orang-orang."""
