Ignore,Key,Message
Y,メッセージ,
,msg1-1,回过神来……
,msg1-2,我身在火焰之中，<br>手上抱着黑色的物体……
,msg1-3,某种一碰就碎的黑色物体……
,msg1-4,这是、什么……？
,msg2-1,为什么要做出这么残忍的事？
,msg2-2,这些孩子究竟做错了什么？
,msg2-3,孩子们什么也没做，<br>只是安安分分地在这里生活……
,msg2-4,可那些人做了什么……！
,msg3,见鬼去吧……
,msg4-1,什么爱……什么温柔……
,msg4-2,通通见鬼去吧……！
,msg5-1,是我太蠢了……
,msg5-2,竟然蠢到相信<br>那些人会有良心……！
,msg5-3,都怪我！都是我的错……！　
,msg6-1,什么人心……<br>什么温柔……
,msg6-2,什么爱不爱的！
,msg6-3,要是我……<br>没有相信这种东西就好了。
,msg7-1,我饶不了他们……
,msg7-2,做出这种事情的人，<br>必须付出代价……！
,msg7-3,我要把他们全部烧死！<br>一个都不放过！
,msg7-4,这座城镇、这群人，<br>还有这个世界！
,msg7-5,全都要烧成灰烬！
,msg8-1,这样的世界……
,msg8-2,就由我
,msg8-3,亲手毁灭！！
