Ignore,Key,Message
Y,メッセージ,
,msg1,"‘지금까지 고마웠어요, 선생님.’"
,msg2-1,<i>...꼭 가야겠니?</i>
,msg2-2,붙잡는 나에게<br>부드러운 미소가 돌아왔다.
,msg3-1,"상냥하고, 배려심이 깊고,<br>웃는 얼굴이 매력적인 아이."
,msg3-2,그런 아이가 검을 쥐고<br>전장으로 향했다.
,msg4,그리고 돌아온 것은<br>아끼던 검 한 자루...
,msg5,어째서 항상 이렇게 되는 걸까...<br>나는 그저 무사히 돌아와 주기를<br>바랐을 뿐인데...
,msg6,"나는 사람들에게 숨겨진<br>힘 같은 건 보이지 않아.<br>생존을 위한 전투 방식을<br>가르쳐 주어도,<br>살아 돌아오는 건 극히 일부..."
,msg7-1,"그것이 본인 스스로 선택한<br>운명이라 해도, 나는 싫어."
,msg7-2,그 앞길을 방해해서라도<br>내 제자들을 구하고 싶어.
,msg8-1,그럴 수만 있다면<br>나는 무엇이든 희생하겠어.
,msg8-2,그러니까 힘을 주세요.
,msg9,<i>모두의 운명을 바꿀 만한 힘을...<br>제게 주세요...!</i>
