Ignore,Key,Message
Y,メッセージ,
,msg1-1,I have the ability to see <br>the power hidden in others.
,msg1-2,"Someone said it was <br>the power to see others’ souls... <br>But, I don’t know much <br>about it myself."
,msg2,"All that matters is that <br>the heavens bestowed me <br>with this sacred acuity, <br>which allows me to aid <br>those who are trying <br>their hardest in life."
,msg3-1,Someone trying their hardest <br>is the most beautiful sight <br>in the world.
,msg3-2,"That’s because, <br>a person’s purpose in life <br>isn’t a destination to arrive to, <br>it’s defined by the path they walk. "
,msg4,"So, over the years, <br>I’ve used this power of mine <br>to send off countless pupils."
,msg5,"But, one day, <br>in the midst of my teachings, <br>a family of nobles from the region <br>asked if I would take a look <br>at their daughter for them."
,msg6,"Requests like that were made <br>to me surprisingly often. <br>Witches were feared <br>and persecuted, but if they could <br>learn how to control their power, <br>they could also learn how to hide <br>their true identity, after all. "
,msg7-1,"But, when that girl stood before me,"
,msg7-2,the power hidden within her <br>moved me to tears...
