Ignore,Key,Message
Y,メッセージ,
,msg1,"Мы сделали перерыв на пути,<br>чтобы сходить к озеру...<br>но если честно,<br>я ненавижу воду... "
,msg2,"Не буду спешить,<br>сначала просто помочу ножки...<br>А-а-а!"
,msg3,"Я опустила в воду всего один палец,<br>и тут же покрылась мурашками,<br>а мой хвост встал дыбом."
,msg4,"Сабрина тихонько захихикала,<br>глядя на меня."
,msg5,"""Ну надо же,<br>из всех зол на свете<br>ты боишься воды.<br>Все-таки, наверное,<br>ты еще ребенок""."
,msg6,"Ну ничего себе поворот!..<br>Я уже полноценная,<br>взрослая могильщица! "
,msg7,А не какой-то там ребенок!
,msg8,"""Ну, ну.<br>У каждого из нас есть свои страхи""."
,msg9,"Вода едва доставала<br>мне до колен,<br>но я уже отчаянно<br>цеплялась за Сабрину... "
,msg10,А-а-а-а... Тупица!<br>Большая синяя ТУПИЦА!!!
