Ignore,Key,Message
Y,メッセージ,
,msg1-1,Sie erschien drei <br>Tage später. 
,msg1-2,"Bei ihr war eine Person, <br>die sich Päpstin nannte."
,msg2-1,Zum ersten Mal war <br>jemand anderes als <br>die Professorin bei mir. 
,msg2-2,"Ich verstehe nicht, aber ... <br>irgendetwas stimmt nicht ..."
,msg3,"Wie ich leise dort stand, <br>sah mich die Professorin <br>an und lächelte."
,msg4,“A-lein ... es tut mir so leid.“
,msg5,"Die Professorin <br>entschuldigte sich. <br>Sie lächelte, und trotzdem ...<br>weinte sie?"
,msg6-1,Warum ... <br>entschuldigt sie sich? 
,msg6-2,Warum weint sie? 
,msg6-3,Warum lächelt sie? 
,msg6-4,Ich verstehe nichts mehr. 
,msg6-5,Weder die Gefühle <br>der Professorin ... <br>noch meine Gefühle ... <br>Ich verstehe gar nichts.
,msg7,"Ich blieb reglos stehen und sah, <br>wie die Päpstin ihre Lanze hob."
,msg8,"„Die letzte Emotion, <br>welche die Herzlose <br>Marionette für ihre <br>Vollendung benötigt... <br>ist Verzweiflung.“"
,msg9,Und so stieß sie die Lanze ... 
,msg10,in die Professorin.
