Ignore,Key,Message
Y,メッセージ,
,msg1,"""Vamos a ver el cielo""."
,msg2-1,La profesora dijo eso <br>de repente un día. 
,msg2-2,"""Huyamos de este lugar <br>y vayamos a ver el mundo""."
,msg3,"Como marioneta, <br>no tengo derecho a negarme. <br>Debo obedecer a la profesora. <br>Pero..."
,msg4-1,"""¿Adónde vamos?<br>¿Qué debemos hacer?"" "
,msg4-2,"Cuanto más pregunta la profesora, <br>algo crece más y más dentro de mí."
,msg5,"""Mañana es el día, pequeña A.<br>¿No estás emocionada?"""
,msg6-1,"A las palabras de la profesora, <br>hice un pequeño guiño... "
,msg6-2,"incluso si no podía comprender <br>qué significaba estar ""emocionada""."
,msg7-1,"Entonces, llegó el día <br>de ir a ver el cielo. "
,msg7-2,La profesora... nunca vino.
