Ignore,Key,Message
Y,メッセージ,
,msg1,"On a pu arrêter la sorcière de Qlipha, mais...<br>elle était si petite..."
,msg2,Ça devait être une gentille fille à la base.<br>Mais sa faiblesse a dû être exploitée par quelqu'un et voilà le résultat. 
,msg3,Qui ferait une chose pareille... ?
,msg4,"Difficile à dire.<br>Quoi qu'il en soit, on dirait que le pouvoir du bâton a fonctionné.<br>Ils devraient bientôt se réveiller."
,msg5,Est-ce que les autres pays aussi sont sous le joug<br>de sorcières de Qlipha ?
,msg6,"Sans doute. Dix sorcières de Qlipha sont disséminées dans le monde.<br>À mon avis, elles ont toutes été manipulées de la même façon.<br>Ce qui veut dire que dix malédictions sévissent sur le monde."
,msg7,Son corps... !
,msg8,Qu'est-ce qu'il lui arrive ?! 
,msg9,(J'ai mal... partout...<br>La malédiction que nous avons supprimée...)
,msg10,Je vais bien. Rien à signaler.<br>Sûrement un petit coup de fatigue.
,msg11,"Donc il nous suffit de secourir les autres sorcières de Qlipha<br>pour sauver le monde, c'est ça ?<br>Dans ce cas, il n'y a pas une minute à perdre."
,name1,Iris
,name2,Illya
,name3,Rosalie
