Ignore,Key,Message
Y,メッセージ,
,msg1,ดูเหมือนว่าพวกเราจะหยุดแม่มดแห่งคลิฟาได้แล้ว...<br>แต่ข้าไม่คิดว่านางจะเป็นเพียงเด็กหญิงคนหนึ่ง...
,msg2,เดิมทีนางคงเป็นเด็กสาวผู้อ่อนโยนธรรมดา ๆ คนหนึ่ง<br>แต่ดูเหมือนว่าจะมีคนใช้ประโยชน์จากความอ่อนแอในจิตใจของนาง <br>เพื่อทำให้นางบ้าคลั่งเกินควบคุม
,msg3,เป็นไปไม่ได้... ใครกันที่ทำถึงขนาดนั้น...
,msg4,...ข้าก็ไม่รู้แน่ชัด<br>อย่างไรก็ตาม ดูเหมือนว่าพลังของไม้เท้าจะทำให้นางกลับคืนสติได้<br>อีกไม่นานนางคงฟื้นแล้วล่ะ
,msg5,ยังมีแม่มดแห่งคลิฟาในดินแดนอื่น ๆ <br>ที่ถูกควบคุมให้ไม่สามารถบังคับพลังของตนเองได้เหมือนกับที่นาตาชาเป็นอีกหรือเปล่า
,msg6,แน่นอนอยู่แล้ว โลกนี้มีแม่มดแห่งคลิฟาทั้งหมด 10 ตน<br>ข้าพูดเลยว่าต้องมีใครควบคุมให้พวกนางทั้งหมดบ้าคลั่ง<br>แล้วปลุกคำสาปทั้ง 10 ที่ครอบคลุมทั้งโลกให้ตื่นขึ้นมา
,msg7,...! ร่างกายข้า...!!
,msg8,นี่ เกิดอะไรขึ้น!
,msg9,(ทุกส่วนเจ็บปวดไปหมด...<br>บางทีคำสาปอาจไม่ได้ถูกคลาย...แต่...)
,msg10,...ข้าสบายดี ไม่มีอะไร<br>แค่เหนื่อยเล็กน้อยเท่านั้น
,msg11,ที่สำคัญที่สุดก็คือ หากเราปลดปล่อยแม่มดแห่งคลิฟาจากสิ่งที่ควบคุมพวกนาง <br>โลกก็จะปลอดภัยใช่ไหมล่ะ เอาล่ะ พวกเราไปกันเถอะ ไม่มีเวลาโอ้เอ้แล้ว
,name1,ไอริส
,name2,อิลลิยา
,name3,โรซาลี
