Ignore,Key,Message
Y,メッセージ,
,msg1,"Entah bagaimana, kami bisa menghentikan Penyihir Qlipha...<br>tapi aku tidak percaya dia akan berubah menjadi gadis muda..."
,msg2,"Awalnya dia mungkin adalah gadis biasa, yang lembut, <br>tapi, sepertinya seseorang telah menggunakan kelemahan yang ada di hatinya <br> untuk mengirimnya kepada kemarahan yang tak terkontrol."
,msg3,Tidak mungkin...siapa yang melakukan hal seperti itu...?
,msg4,...Aku tidak tau pasti. <br>kekuatan tongkat telah memulihkannya. <br>seharusnya tidak lama lagi dia akan terbangun.
,msg5,Apakah semua Penyihir Qlipha di negara lain pun―<br> juga dipaksa untuk kehilangan kendali atas kekuatannya seperti Natasha?
,msg6,"Tentu saja. ada 10 Penyihir Qlipha di dunia. aku berani berbicara bahwa <br>seseorang telah memaksa mereka untuk menjadi marah dan tidak terkontrol, <br>sehingga membangkitkan 10 kukutan yang menyebar ke seluruh dunia."
,msg7,...! Tubuhku...!!
,msg8,"Hei, ada apa?!"
,msg9,(Semuanya sakit... <br>Mungkin kutukannya belum menghilang...malah sebaliknya...)
,msg10,...Aku tidak apa-apa. tenang saja.<br>Aku hanya sedikit kelelahan.
,msg11,"Yang lebih penting, jika kita bisa membebaskan Penyihir Qlipha dari<br> siapapun yang mengontrol mereka, dunia berhasil diselamatkan, kan? <br>Kalau begitu—kita harus segera pergi. tidak ada waktu yang bisa disia-siakan."
,name1,Iris
,name2,Illya
,name3,Rosalie
