Ignore,Key,Message
Y,メッセージ,
,msg1,"Nós conseguimos impedir a Bruxa de Qlipha, mas...<br>não imaginei que ela seria uma garota pequena..."
,msg2,"Pois ela decerto costumava ser uma garota muito amável. <br>Mas a fraqueza de seu coração foi manipulada,<br>e ela acabou perdendo o controle. "
,msg3,Como... Quem faria uma coisa dessas... ?
,msg4,Eu não posso afirmar com certeza. <br>Mas parece que conseguimos restaurá-la com o poder do cajado. <br>Decerto ela despertará em breve.
,msg5,Por acaso existem outras Bruxas de Qlipha em outras nações<br>que também foram forçadas a perder o controle?
,msg6,"Cuido que sim. Dentre as dez bruxas que existem no mundo, <br>é possível que todas hajam perdido o controle por causa de alguém. <br>E é por isso que há dez maldições a se alastrarem pelo mundo."
,msg7,...!　Meu corpo está...!
,msg8,O que houve com você?! 
,msg9,"(Sinto dor no corpo inteiro...<br>Em vez de ser extinguida, será que a maldição me...)"
,msg10,... Está tudo bem. Não é nada. <br>Eu só estou um pouco cansada.
,msg11,"O mais importante é socorrermos as outras bruxas sendo manipuladas.<br>Assim podemos salvar o mundo, não é? Então temos que nos apressar. <br>Afinal a gente não tem tempo para ficarmos aqui paradas."
,name1,Iris
,name2,Illya
,name3,Rosalie
