Ignore,Key,Message
Y,メッセージ,
,msg1,Irgendwie konnten wir die Hexe von Qlipha noch aufhalten ...<br>Aber ich hätte sie nie als so ein junges Mädchen erwartet ...
,msg2,"Wahrscheinlich war sie schon immer ein junges, braves Mädchen.<br>Es scheint so, als hätte jemand ihr zerbrechliches <br>Herz ausgenutzt und zum Wahnsinn getrieben."
,msg3,Das kann doch nicht wahr sein ... Wer würde nur so etwas tun ...?
,msg4,"... Ganz genau kann ich dir das nicht sagen.<br>Dennoch, die Macht des Stabes scheint sie wieder zurückverwandelt zu haben.<br>Es sollte nicht lange gehen, bis sie zu sich kommt."
,msg5,"Glauben Sie, in anderen Ländern gibt es auch Hexen von Qlipha,<br>die genau wie Natasha zum Wahnsinn getrieben wurden?"
,msg6,"So ist es. Auf der Welt gibt es 10 Hexen von Qlipha.<br>Ich wage zu behaupten, dass irgendjemand sie alle zum Wahn getrieben,<br>und somit die 10 Flüche über die Welt verbreitet hat."
,msg7,... gh! Mein Körper ...!!
,msg8,"Illya, was hast du?!"
,msg9,(Mir ... tut alles weh ...<br>Ist der Fluch etwa doch nicht verschwunden und hat dafür ... mich ...?)
,msg10,... Nichts. Mir fehlt nichts.<br>Ich bin nur ein wenig erschöpft.
,msg11,"Das Wichtigste ist, dass wir die Hexen von Qlipha aus der Kontrolle <br>ihres Drahtziehers befreien. Dann müsste die Welt auch gerettet sein, richtig?<br>Dann mal los, wir haben keine Zeit zu verlieren."
,name1,Iris
,name2,Illya
,name3,Rosalie
