Ignore,Key,Message
Y,メッセージ,
,msg1,Pudimos detener a la bruja de Qlipha...<br>pero no esperaba que fuera una niña tan joven...
,msg2,"Para empezar, podría haber sido una chica normal y gentil.<br>Pero parece que alguien usó la debilidad en su corazón <br>para hacer que perdiera el control."
,msg3,No puede ser... ¿Quién haría algo así...?
,msg4,"No puedo decirlo con certeza...<br>Sin embargo, el poder del bastón parece haberla restaurado.<br>No debería pasar mucho tiempo antes de que se despierte."
,msg5,¿Hay brujas de Qlipha en otros países también?<br>Podrían estarlas obligando a perder el control de sus<br>poderes como le pasó a Natasha.
,msg6,"De hecho, hay 10 brujas de Qlipha en el mundo.<br>Me atrevo a decir que alguien las está obligando a enfurecerse fuera de control<br>para evocar las 10 maldiciones que se están extendiendo por todo el mundo."
,msg7,¡...! ¡Mi cuerpo...!
,msg8,"Hey, ¿qué pasó?"
,msg9,(Todo me duele...<br>Tal vez la maldición no se disipó... sino que...)
,msg10,Estoy bien... no es nada.<br>Solo ya me cansé.
,msg11,"Además, si liberamos a las brujas de Qlipha de<br>quienquiera que las controla, el mundo se salvará, ¿verdad?<br>Muy bien, tenemos que irnos. El tiempo apremia."
,name1,Iris
,name2,Illya
,name3,Rosalie
