Ignore,Key,Message
Y,メッセージ,
,msg1,"Нам кое-как удалось остановить Ведьму Клифа...<br>но я не думала, что она такая юная..."
,msg2,"Должно быть, изначально она была обычной доброй девочкой.<br>Похоже, кто-то использовал слабости ее сердца,<br>чтобы заставить потерять контроль над собой."
,msg3,Не может быть... Кто способен на такое?..
,msg4,"...С уверенностью сказать не могу.<br>Но сила Посоха, похоже, исцелила ее сердце.<br>Думаю, она скоро придет в себя."
,msg5,"В других странах тоже есть Ведьмы Клифа,<br>которых, как и Наташу, заставили потерять контроль над своей силой?"
,msg6,"Да. Всего в мире существует 10 Ведьм Клифа.<br>Осмелюсь утверждать, что кто-то специально вывел их из равновесия,<br>тем самым пробудив эти 10 Проклятий, распространяющихся по миру."
,msg7,...!! Мое тело...!!
,msg8,"Эй, что случилось?!"
,msg9,"(Все болит...<br>Возможно, Проклятие не рассеялось... а вместо этого...)"
,msg10,...Я в порядке. Ничего.<br>Я просто немного устала.
,msg11,"Если мы освободим Ведьм Клифа<br>от власти того, кто ими управляет, мир будет спасен, так?<br>Тогда вперед, нам нужно двигаться дальше. У нас нет времени."
,name1,Айрис
,name2,Иллия
,name3,Розали
