Ignore,Key,Message
Y,メッセージ,
,msg1,تغلبنا بطريقة ما على ساحرة قليفا...<br>لكنني لم أكن أتوقع أن تكون فتاة صغيرة كهذه...
,msg2,"ربما كانت فتاة عادية ولطيفة في البداية.<br>ولكن، يبدو أن شخصًا ما استخدم الضعف في قلبها <br>وجعلها تفقد السيطرة."
,msg3,مستحيل...من الذي سيفعل مثل هذا الشيء...؟
,msg4,"حسنًا لا يمكنني القول بالتأكيد <br>ومع ذلك، يبدو أن قوة العصا السحرية أعادتها. <br>ستستيقظ قريبًا."
,msg5,هل هناك ساحرات قليفا في بلدان أخرى أيضًا-<br>أجبرن على فقدان السيطرة على قواتهن مثل ناتاشا؟
,msg6,"في الواقع. هناك 10 ساحرات قليفا في العالم.<br>أجرؤ على القول أن شخصًا ما يجبرهن جميعًا على الخروج عن نطاق السيطرة،<br>وبالتالي استحضار اللعنات العشر التي تنتشر في جميع أنحاء العالم."
,msg7,...! جسدي...!!
,msg8,"مرحبًا، ما الخطب؟!"
,msg9,(كل شيء يؤلم...<br> ربما لم تتبدد اللعنة بعد...ولكن بدلًا من ذلك...)
,msg10,...أنا بخير. لا داعي للقلق.<br>أنا متعبة قليلًا فحسب.
,msg11,"والأهم من ذلك، إذا حررنا ساحرات قليفا <br>ممَن يتحكم بهن، فسيتم إنقاذ العالم، أليس كذلك؟<br>حسنًا، يجب علينا أن نبدأ. ليس أمامنا الكثير من الوقت لنضيعه."
,name1,آيرس
,name2,إيليا
,name3,روزالي
