Ignore,Key,Message
Y,メッセージ,
,msg1-1,Je suis une <br>orpheline de guerre. 
,msg1-2,"Née dans un pays ravagé <br>par les guerres civiles, <br>cela n'a rien d'extraordinaire."
,msg2-1,"Ainsi, passer ma <br>vie à me lamenter, <br>très peu pour moi. "
,msg2-2,Je suis persuadée que <br>ne connaître que le <br>champ de bataille <br>peut être un atout.
,msg3,Imaginons des marchands <br>qui commercent avec <br>le front par exemple.
,msg4-1,Un tel métier peut <br>sauver tant de vies. 
,msg4-2,J'ai vu énormément <br>de gens mourir <br>suite au manque <br>d'approvisionnement.
,msg4-3,
,msg5-1,"Apporter aux gens <br>dans le besoin, "
,msg5-2,"ce dont ils ont besoin <br>et où qu'ils soient, "
,msg5-3,c'est mon credo.
