Ignore,Key,Message
Y,メッセージ,
,msg1,국경 쪽으로<br>갔었을 때의 일이다.
,msg2-1,"그곳의 상황은 처참했고,"
,msg2-2,전쟁이 휩쓴 흔적만이<br>남아있었다.
,msg2-3,내 고향과 같이
,msg2-4,보급이 제때 오지 않아<br>저항도 못 해보고 그대로....
,msg3-1,하지만 아니었다.
,msg3-2,"모두 죽은 줄 알았지만,"
,msg3-3,그곳에는 생존자가 있었다.
,msg3-4,어떤 무기 덕분에.
,msg4-1,마법으로 강화한 그 무기는
,msg4-2,상대방의 목숨을 빼앗기보다<br>자신을 지키는 것에<br>특화되어 있었다.
,msg4-3,그 덕분에<br>마을은 살아남았다.
,msg5,"그런 무기는, 처음이었다."
,msg6-1,그것을 만든 사람과<br>만나고 싶었다.
,msg6-2,"언제부터인지 그렇게<br>생각하게 됐고,"
,msg6-3,나는 만든 사람을<br>수소문했다.
,msg7,마을 아이들이<br>부탁한 것도 있었으니까.
,msg8-1,그리고 나는<br>한 대장장이와 만났다.
,msg8-2,"하지만 그자의<br>눈빛은 어두웠고,<br>마음은 굳게 닫혀있었다."
