Ignore,Key,Message
Y,メッセージ,
,msg1-1,Eines Tages hörte <br>ich ein Gerücht. 
,msg1-2,Ein Gerücht über ein <br>teuflisches Schwert.
,msg2-1,"Es soll ein mörderisches <br>Schwert sein, "
,msg2-2,"das von Artie mit dem <br>Zweck erschaffen wurde, <br>Leben zu vernichten."
,msg3,"Anscheinend war es <br>außer Rand und Band <br>und mordete alles, <br>was ihm in die Quere kam."
,msg4-1,"Keine gewöhnliche Waffe <br>wäre mächtig genug, <br>dieses teuflische <br>Schwert zu zerstören. "
,msg4-2,"Es musste eine sein, <br>die mit noch mehr magischer <br>Kraft versetzt wäre."
,msg5-1,"Noch immer von <br>Reue geplagt, <br>versuchte Artie, <br>all ihre magischen Kräfte <br>in eine Waffe einzuflößen, "
,msg5-2,als wäre es ihre selbst <br>auferlegte Strafe. 
,msg5-3,"Aber wenn sie glaubt, <br>ich lasse sie einfach machen, <br>hat sie sich <br>gewaltig geschnitten."
,msg6,"„Wenn es das ist, <br>was getan werden muss, <br>stehen dir meine Kräfte zur <br>Verfügung, Partnerin.“"
,msg7-1,Ich nahm Arties Hand. 
,msg7-2,„Wir sind doch Partner. 
,msg7-3,"Meine Kraft ist die deine, <br>und deine Sünden <br>die meinen.“"
,msg8-1,"„Außerdem sind unsere <br>gemeinsamen Kräfte <br>jetzt viel größer, "
,msg8-2,"als die Kräfte, <br>die du damals hattest, <br>als du allein warst.“"
,msg9,„Wir werden dieses <br>teuflische Schwert <br>bezwingen und den <br>Frieden wiederherstellen ...“
,msg10-1,"„Gemeinsam können wir <br>unsere Hoffnungen zu einer <br>Kraft werden lassen,"
,msg10-2,die diesem zerstörerischen <br>Schwert und <br>unseren Sünden <br>ein Ende setzen wird.
