Ignore,Key,Message
Y,メッセージ,
,msg1-1,We took one look <br>at each other before <br>charging towards <br>the evil sword. 
,msg1-2,The holy radiance <br>of our blade tears <br>the ominous power <br>asunder.
,msg2-1,"As the evil sword <br>crumbled away, "
,msg2-2,its ominous glow vanished <br>as if being pulled into <br>the heavens.
,msg3,We did it. <br>We destroyed the sword.
,msg4-1,"As I sighed in relief, <br>Artie threw her arms <br>around me from behind. "
,msg4-2,"With tears <br>welling in her eyes, <br>she said to me..."
,msg5,"“Thank you, Richesse. <br>And, I’m sorry for <br>dragging you into this.”"
,msg6,It looks like she doesn’t <br>quite get it yet.
,msg7-1,“There’s no way I wasn’t <br>gonna help you. 
,msg7-2,"We’re partners after all. <br>We share sins, pain—<br><i>everything</i>.”"
,msg8,“I’ll help you carry <br>the burdens that are <br>too heavy for you to <br>carry alone.”
,msg9-1,"“That’s why, <br>if there’s ever a time <br><i>I’m</i> in trouble, "
,msg9-2,"you better be sure to <br>help me too, okay <ct=3000>partner</ct>? <br>Hehe.”"
