Ignore,Key,Message
Y,メッセージ,
,msg1,"""Спасибо,<br>что спасла мне жизнь..."""
,msg2-1,Это было одно из<br>посланий из этой<br>стопки писем. 
,msg2-2,"Сначала это было<br>всего одно письмо,<br>но их число росло по<br>мере того, "
,msg2-3,как я путешествовала<br>по местам сражений.
,msg3-1,"""Каждое из этих писем -<br>это чья-то спасенная жизнь"". "
,msg3-2,После этих слов<br>Арти расплакалась.
,msg4-1,Ее фигурка была<br>такая маленькая. 
,msg4-2,"Такая хрупкая, и в ней<br>было столько доброты.<br>Трудно поверить, что на "
,msg4-3,своей спине она пыталась<br>нести груз чужих жизней.
,msg5-1,"Ей нужен кто-то,<br>кто поддерживал бы ее. "
,msg5-2,"Точно так же,<br>как мечу нужны ножны,<br>острому клинку<br>нужна защита. "
,msg5-3,Да - напарник.
,msg6-1,"С этого момента я<br>буду помогать тебе<br>нести этот груз,<br>который ты<br>взвалила на себя. "
,msg6-2,"Твои грехи,<br>твою боль - все."
,msg7,"Я протянула Арти руку,<br>и на этот раз она<br>крепко ее сжала."
,msg8-1,"С тех пор я стала личным<br>торговцем Арти, "
,msg8-2,и мы с ней открыли<br>свой магазин.
,msg9-1,Так началось наше<br>сотрудничество. 
,msg9-2,Рождение неукротимого<br>дуэта гениального кузнеца<br>и неуязвимого торговца!
