Ignore,Key,Message
Y,メッセージ,
,msg1,Vor einiger Zeit <br>verschlug es mich in eine <br>abgelegene Region.
,msg2-1,Der Anblick war <br>grauenhaft. 
,msg2-2,Das Land war von <br>Kriegsnarben gezeichnet. 
,msg2-3,"Meine Heimatstadt <br>sah genauso aus, "
,msg2-4,nachdem unser Nachschub <br>abgeschnitten wurde und <br>wir dadurch völlig <br>schutzlos dastanden ...
,msg3-1,Aber irgendwas <br>war hier anders. 
,msg3-2,"Ich dachte schon, <br>dass der Ort vollständig <br>ausradiert wurde, "
,msg3-3,aber dann fand <br>ich Überlebende. 
,msg3-4,Ein jeder von ihnen mit <br>einer einzigartigen Waffe.
,msg4-1,"Diese Waffen waren <br>durch Magie verstärkt <br>und speziell angefertigt, "
,msg4-2,"um ihren Träger <br>zu beschützen, <br>anstatt Feinde zu töten. "
,msg4-3,"Diese Waffen waren es, <br>die das Dorf gerettet hatten."
,msg5,"Das war das erste Mal, <br>dass ich solche <br>Waffen gesehen habe."
,msg6-1,"Und irgendwie weckte <br>das in mir den Wunsch, "
,msg6-2,"die Person zu treffen, <br>die sie geschmiedet hat. "
,msg6-3,Also ging ich auf die Suche.
,msg7,Außerdem musste <br>ich mich ja auch noch um <br>dieses eine Anliegen <br>der Dorfkinder kümmern.
,msg8-1,Meine Suche führte <br>mich schlussendlich <br>zu einer Schmiedin. 
,msg8-2,Aber ihre Augen waren <br>voller Dunkelheit und ihr <br>Herz fest verschlossen.
