Ignore,Key,Message
Y,メッセージ,
,msg1-1,"Suatu hari, aku kebetulan <br>mendengar sebuah rumor. "
,msg1-2,Rumor tentang <br>sebuah pedang iblis.
,msg2-1,"Pedang itu disebut <br>sebagai pedang pembunuh, "
,msg2-2,yang dibuat oleh Artie <br>dengan tujuan untuk <br>menghancurkan kehidupan.
,msg3,"Tampaknya pedang itu <br>mengamuk lepas kendali, <br>menyerang apa pun <br>yang ada di jalurnya."
,msg4-1,Tidak ada senjata biasa <br>yang cukup kuat untuk <br>menghancurkan <br>pedang iblis itu. 
,msg4-2,Itu pasti pedang yang <br>diperkuat dengan lebih <br>banyak kekuatan sihir.
,msg5-1,"Masih dengan <br>penuh penyesalan,"
,msg5-2,Artie mencoba untuk <br>menuangkan seluruh <br>kekuatan sihirnya ke <br>senjata layaknya <br>semacam hukuman. 
,msg5-3,"Tapi, tidak mungkin <br>aku membiarkannya <br>melakukan itu."
,msg6,"""Jika itu yang <br>harus dilakukan, <br>kekuatanku adalah milikmu <br>untuk digunakan, partner."""
,msg7-1,Aku memegang tangan Artie. 
,msg7-2,"""Kita adalah partner. "
,msg7-3,"Kekuatanku adalah milikmu, <br>dan dosamu adalah milikku."""
,msg8-1,"""Selain itu, <br>sekarang kita berdua <br>memiliki kekuatan yang "
,msg8-2,"jauh lebih besar daripada <br>yang kamu miliki saat <br>dirimu sendirian."""
,msg9,"""Kita akan menghadapi <br>pedang iblis itu, <br>dan memulihkan <br>perdamaian..."""
,msg10-1,"""Bersama, <br>kita akan mengubah <br>harapan kita menjadi "
,msg10-2,"kekuatan yang akan <br>mengakhiri dosa kita <br>dan pedang penghancur itu."""
