Ignore,Key,Message
Y,メッセージ,
,msg1-1,L'épée qu'Artie forgea <br>brillait de deux lumières <br>distinctes. 
,msg1-2,"C'était une épée magique <br>irradiant notre énergie <br>vitale à moi, et à Artie."
,msg1-3,
,msg2,"Avec elle, peut-être que... !"
,msg3,Nous avons sans plus <br>attendre pris la route <br>des ruines du champ <br>de bataille où se trouvait <br>l'épée maudite.
,msg4-1,Le sol était criblé et <br>une odeur de mort <br>flottait dans l'air.
,msg4-2,
,msg5-1,"La lumière y <br>était inquiétante, "
,msg5-2,comme si elle avait <br>aspiré tous les regrets <br>des sacrifiés...
,msg6-1,Cette arme était donc <br>responsable de ce spectacle ?
,msg6-2,Quel monstre... 
,msg6-3,"Non, je ne dois pas laisser <br>la peur m'envahir !"
,msg7-1,"À cet instant, "
,msg7-2,Artie a enveloppé mes <br>mains dans les siennes. 
,msg7-3,J'ai senti sa chaleur dissiper <br>ma peur et mon angoisse.
,msg8,Elle me rappelait que <br>je n'étais pas seule.
,msg9,Je ne fléchirai pas !
