Ignore,Key,Message
Y,メッセージ,
,msg1,Kawanan makhluk <br>terkutuk muncul <br>secara tiba-tiba <br>mengepung kastil.
,msg2,Semua ksatria kerajaan <br>telah dikalahkan—<br>hanya tersisa aku—
,msg3,dan para makhluk <br>itu menghancurkan <br>dinding istana.
,msg4,"Jauh dari sini, <br>Ratu Amleth melarikan <br>diri demi keselamatannya...!"
,msg5,Aku harus menghentikan <br>makhluk mengerikan ini <br>sebelum sampai kepadanya... <br>Bukankah itu alasan <br>kenapa aku masih hidup?!
,msg6,Aku berteriak histeris <br>ke arah tubuhku yang terluka. 
,msg7,"Tapi, tidak ada yang bisa <br>digerakkan—tidak dengan <br>kakiku...tidak pula jariku... "
,msg8,Semua bagian dari <br>tubuhku lumpuh karena <br>kehilangan darah.
,msg9,Tidak... <br>Ratu Amleth... 
,msg10,"Mati di tempat <br>yang seperti ini, <br>dan tidak bisa <br>melindungimu...!"
,msg11,"Saat itu, "
,msg12,ketika aku mendengar <br>suaranya—suara sang Paus.
,msg13,"""Aku harus memberikanmu <br>kekuatan untuk bisa <br>menghilangkan semua <br>yang menghalangimu..."""
