Ignore,Key,Message
Y,メッセージ,
,msg1,Aparecieron hordas de <br>criaturas malditas y sitiaron <br>el castillo sin previo aviso.
,msg2,"Los caballeros del reino están <br>completamente aniquilados, <br>salvo yo, "
,msg3,y la inundación de criaturas <br>asalta las paredes del castillo.
,msg4,"¡Lejos de aquí, la reina <br>Amleth huye por su vida...!"
,msg5,Debo detener a estas <br>criaturas infernales antes <br>de que lleguen a ella... <br>¡¿No es por eso que sigo <br>con vida?!
,msg6,Le grito frenéticamente <br>a mi cuerpo herido. 
,msg7,"Sin embargo, nada se mueve, <br>ni mis pies... ni mis dedos... "
,msg8,Cada parte de mi cuerpo <br>está lisiada por toda la <br>sangre que he perdido.
,msg9,No... Reina Amleth... 
,msg10,Morir en un lugar como este... <br>¡incapaz de protegerte...!
,msg11,"En ese momento, <br>escuché la voz de ella, "
,msg12,la del Papa.
,msg13,"""Te daré el poder de vencer <br>a todos los que se interpongan <br>en tu camino..."""
