Ignore,Key,Message
Y,メッセージ,
,msg1,She started telling me her story. <br>“There’s nothing significant <br>about what I have to say.”
,msg2,“My lover died in an accident. 
,msg3,"I fell into despair, <br>screaming that the world <br>should be destroyed. "
,msg4,"Of course, I wasn’t serious. <br>It’s just what I thought at the time.”"
,msg5,"“But, I <i>did</i> feel anger <br>for this asinine world. <br>That anger was real.”"
,msg6,"“My wish was granted. <br>When I came to, <br>the entire city was gone. "
,msg7,"My family, friends, <br>every single person <br>who lived there... "
,msg8,They had all turned to dust.”
,msg9,“My murderous power changes <br>anything I touch into dust.”
,msg10,“This is how my wish took shape. <br>Doesn’t fate have <br>a sick sense of humor? 
,msg11,I’m just an ugly monster <br>wearing the skin of a human.”
,msg12,She laughed happily <br>after telling me her story. 
,msg13,"Her heart was also broken, <br>but in a way that was <br>different than mine."
