Ignore,Key,Message
Y,メッセージ,
,msg1,« Mon pouvoir ne sert pas qu’à <br>détruire les autres. Je suis contente <br>de l’avoir réalisé à temps.
,msg2,Je te laisserai une partie de ma <br>magie cristallisée. Tu pourras <br>l'utiliser si tu souhaites <br>à ton tour mourir. »
,msg3,Pourquoi as-tu fait <br>une chose pareille ?
,msg4,"« Je voulais sauver quelqu'un <br>avec mon pouvoir maudit. <br>Peu importe qu’il soit monstrueux, <br>j’étais toujours humaine <br>au fond de mon cœur. "
,msg5,Je voulais simplement le prouver. »
,msg6,Je comprends maintenant...
,msg7,« Je vais pouvoir mourir <br>dignement grâce à toi. Merci. 
,msg8,Puisses-tu mourir heureuse <br>à ton tour. »
,msg9,"Sur ces mots, <br>elle s’est volatilisée, "
,msg10,laissant à mes pieds une <br>unique fleur blanche.
,msg11,« Nos souhaits »... 
,msg12,"Tss, elle aura fait preuve <br>d’égoïsme jusqu’au bout."
,msg13,J’ai pris la fleur dans ma main <br>et j'ai ressenti sa chaleur. 
,msg14,"J’étais incapable de pleurer <br>et pourtant, une larme <br>ruisselait sur ma joue."
