Ignore,Key,Message
Y,メッセージ,
,msg1,"¡Por favor, vuelve a <br>ser amiga de Vee...!"
,msg2,Lágrimas empiezan a <br>caer de los ojos de Lou.
,msg3,"Con una mirada triste, <br>Lou dijo: ""Lo siento"". "
,msg4,Luego se encaró con los <br>Caballeros y señaló a Vee.
,msg5,"""Ella no es una bruja. <br>Cometí un error"". "
,msg6,"Cuando los caballeros se fueron, <br>Lou abrazó a Vee."
,msg7,"No paraba de decir: <br>""Lo siento. Lo siento"", <br>así que Vee le devolvió el abrazo."
,msg8,Está bien. 
,msg9,"Después de todo, <br>tus lágrimas ríen de felicidad."
,msg10,"Al oír esas palabras, <br>Vee por fin vio sonreír a Lou."
,msg11,"""...Tal como lo pensé. <br>No tengo ni idea de lo <br>que estás hablando"". "
,msg12,"Vee y Lou finalmente se <br>reconciliaron, pero pronto <br>llegó la hora de irse."
,msg13,La carroza despegó. 
,msg14,Vee seguía agitando la mano <br>mientras veía a Lou hacerse cada <br>vez más pequeña en la distancia.
,msg15,Adiós... 
,msg16,¡Adiós! 
,msg17,¡¡Gracias por ser siempre <br>amiga de Vee!!
