Ignore,Key,Message
Y,メッセージ,
,msg1,Vee mag den Regen. <br>Er hat so viele <br>Geschichten zu erzählen.
,msg2,"Zum Beispiel darüber, <br>wie er mal auf ein fernes <br>Land runtergeregnet ist. <br>Oder wie er in einen Fluss <br>in der Nähe geflossen ist."
,msg3,"Ob Regen oder Pfützen, <br>oder sogar Wasser <br>in einer Tasse, <br>sie alle erzählen Vee <br>sooo viele Geschichten."
,msg4,Aber anscheinend kann <br>niemand sonst im Dorf mit <br>Wasser sprechen. 
,msg5,"Alle sind gemein zu <br>Vee und nennen sie <br>das komische Mädchen, <br>das mit Wasser redet."
,msg6,Nur eine Person <br>ist nett zu Vee.
,msg7,Die Lou! <br>Sie ist Vees <br>einzigste Freundin!
,msg8,
,msg9,
,msg10,
