Ignore,Key,Message
Y,メッセージ,
,msg1-1,"Every year, the people of this city<br>hold a ritual ceremony<br>to mourn the dead."
,msg1-2,"There, it is tradition for the one<br>who bears the name “Primavera”<br>to offer a song in the city square<br>to pacify the souls<br>of the departed..."
,msg2,"But, the song offered<br>by each “Primavera” differs<br>depending on the songstress.<br>While some songs<br>pray for a bright future,<br>others are songs of sorrow<br>grieving those<br>who have been lost..."
,msg3-1,"If I remember correctly, Mother..."
,msg3-2,"...! Ah, no, I mustn’t!<br>There I go again,<br>only ever trying to<br>follow in her footsteps..."
,msg4-1,"As <i>I</i> am “Primavera” now,<br>I must sing with my own sound...!"
,msg4-2,...But...
,msg5,...Oh...? What was that just now...?<br>It feels as though the sound of<br>someone in despair<br>is being carried on<br>the damp lake breeze...
,msg6-1,"If I remember right,<br>over there is...a hidden reef..."
,msg6-2,I believe there was<br>a great drowning accident<br>at that reef in the past...
,msg7,Are the souls of<br>those who drowned there...<br>calling for me...?
