Ignore,Key,Message
Y,メッセージ,
,msg1,留在此處不需要意義，<br>也不需要資格……？<br>真的嗎……？
,msg2,「劍術不精的人……」<br>那句話又在腦海中響起。
,msg3-1,我強壓下雙手的顫抖。
,msg3-2,不敢問出口，卻又不得不問。
,msg4-1,「自行抉擇在何處扎根、<br>　在何時綻放之後，<br>　花若開得不美……
,msg4-2,　會被人厭棄嗎？
,msg4-3,　不美的花，還能留下嗎……？」
,msg5,比起父親或兄長們的冷眼，<br>眼前的沉默更令人害怕。
,msg6,我繃緊了全身，忘記了呼吸，<br>一心等待著他的回答。
,msg7-1,「花想留，自然能留。」
,msg7-2,領主大人這麼對我說。
,msg8-1,啊……原來，原來是這樣啊。
,msg8-2,留與不留，皆由花不由人。
,msg9-1,「……靜明白了。<br>　就讓雪中花，<br>　年年在此綻放吧。
,msg9-2,　此乃花兒所願。」
,msg10,陽光自雲間灑落。<br>寒冬將盡，初春將始。
,msg11,父親縈繞在耳邊的聲音，<br>已在不知不覺間消逝。
